name,NumberOfInstances,NumberOfFeatures,NumberOfMissingValues,NumberOfNumericFeatures,NumberOfSymbolicFeatures,Dimensionality,MajorityClassPercentage,MajorityClassSize,NumberOfBinaryFeatures,NumberOfInstancesWithMissingValues,PercentageOfInstancesWithMissingValues,DefaultAccuracy,PercentageOfMissingValues,MeanKurtosisOfNumericAtts,MeanSkewnessOfNumericAtts,MeanMeansOfNumericAtts,MeanStdDevOfNumericAtts,NoiseToSignalRatio,EquivalentNumberOfAtts,MeanAttributeEntropy,MeanMutualInformation,ClassEntropy,NaiveBayesErrRate,Dif_NB_Err_Rate,NaiveBayesKappa,Dif_NB_kappa,NaiveBayesAUC,Dif_NB_AUC,DecisionStumpErrRate,Dif_DS_Err_Rate,DecisionStumpKappa,Dif_DS_Kappa,DecisionStumpAUC,Dif_DS_AUC,kNN1NErrRate,Dif_KNN_Err_Rate,kNN1NKappa,Dif_KNN_kappa,kNN1NAUC,Dif_KNN_AUC
ar4.arff,107,30,0,29,1,0.280373832,81.30841121,87,1,0,0,0.813084112,0,81.58856779,3.214853084,-5303.459354,5595.461494,0,0,-1,0,0.694974967,0.14953271,-0.028037383,0.466998755,0.087004854,0.786351917,0.096409388,0.177570093,0,0.379993901,0,0.689942529,0,0.214953271,0.037383178,0.182663567,-0.197330334,0.600862069,-0.08908046
ar5.arff,36,30,0,29,1,0.833333333,77.77777778,28,1,0,0,0.777777778,0,81.35353726,3.211334249,-5283.513953,5584.79453,0,0,-1,0,0.764204507,0.166666667,-0.055555555,0.557377049,0.102831594,0.828869048,0.061011905,0.222222222,0,0.409836066,-0.044709389,0.723214286,-0.044642857,0.25,0.027777778,0.362204724,-0.092340731,0.705357143,-0.0625
ar6.arff,101,30,0,29,1,0.297029703,85.14851485,86,1,0,0,0.851485149,0,81.24476951,3.222524743,-5253.023014,5569.02759,0,0,-1,0,0.606111207,0.148514851,0,0.272683629,0.186986586,0.699370635,0.141618697,0.158415842,0.009900991,0.135828877,0.050131834,0.549224806,-0.008527132,0.198019802,0.049504951,0.257898604,0.172201561,0.660852713,0.103100775
arsenic-female-bladder.arff,559,5,0,3,2,0.008944544,85.68872987,479,1,0,0,0.856887299,0,31.22877147,0.902537084,-15411.64089,10112.41811,35.35744772,3.968792007,5.426264755,0.149247681,0.592333003,0.13059034,-0.012522361,0.207677223,0.207677223,0.714733055,0.215254976,0.143112701,0,0,0,0.710451461,0.210973382,0.209302326,0.066189625,0.176626843,0.176626843,0.585947286,0.086469207
arsenic-female-lung.arff,559,5,0,3,2,0.008944544,96.60107335,540,1,0,0,0.966010733,0,31.23128894,0.904455135,-15393.42821,10151.66176,32.24504565,1.311229681,5.426264755,0.163220253,0.21401924,0.010733453,-0.023255814,0.807174888,0.807174888,0.812231969,0.325389864,0.010733453,-0.023255814,0.807174888,0.807174888,0.842105263,0.355263158,0.021466905,-0.012522362,0.673099415,0.673099415,0.834551657,0.347709552
arsenic-male-bladder.arff,559,5,0,3,2,0.008944544,95.70661896,535,1,0,0,0.95706619,0,31.24828942,0.900678628,-15441.98498,10080.92163,31.21008238,1.517145317,5.426264755,0.16846479,0.255585567,0.019677996,-0.023255814,0.69345431,0.69345431,0.872975078,0.373442368,0.019677996,-0.023255814,0.69345431,0.69345431,0.760202492,0.260669782,0.035778175,-0.007155635,0.546597453,0.546597453,0.751323988,0.251791278
arsenic-male-lung.arff,559,5,0,3,2,0.008944544,97.6744186,546,1,0,0,0.976744186,0,31.23334471,0.906356914,-15374.38362,10197.98339,33.05247957,1,5.426264755,0.159350063,0.159350063,0,-0.023255814,1,1,1,0.519230769,0,-0.023255814,1,1,1,0.519230769,0,-0.023255814,1,1,1,0.519230769
audiology.arff,226,70,317,0,70,0.309734513,74.77876106,169,62,222,98.2300885,0.747787611,2.003792668,0,0,0,0,13.20936223,36.39341137,0.318115372,0.02238773,0.814765885,0.075221239,0.004424779,0.808379052,-0.014244317,0.962836084,0.002335721,0.154867257,0.084070797,0.658845855,-0.163777514,0.885186339,-0.075314024,0.088495575,0.017699115,0.787613946,-0.035009423,0.961278937,0.000778574
Australian.arff,690,15,0,14,1,0.02173913,55.50724638,383,1,0,0,0.555072464,0,4.277974092,0.781946464,309.044346,134.9618108,0,0,-1,0,0.991230899,0.276811594,0.123188406,0.415591326,-0.275584772,0.817754015,-0.017597785,0.144927536,-0.008695652,0.711618032,0.020441934,0.858969561,0.023617761,0.175362319,0.021739131,0.644853373,-0.046322725,0.822322484,-0.013029316
auto_price.arff,159,16,0,14,2,0.100628931,66.03773585,105,1,0,0,0.660377358,0,91.1439492,2.121597771,-100461.0786,13781.34961,10.63239552,4.744182476,2.266702675,0.194861211,0.924457141,0.056603774,0,0.875489428,0.001114922,0.987830688,0.002645503,0.056603774,0,0.872083669,0,0.947619048,0,0.062893082,0.012578617,0.854555434,-0.029088913,0.924338624,0.033686067
auto93.arff,93,23,14,16,7,0.247311828,62.3655914,58,3,11,11.82795699,0.623655914,0.654511454,44.40529261,1.179627477,-22601.49559,13866.56751,11.4065863,6.053189844,1.958221775,0.157837275,0.955418991,0.215053763,-0.021505377,0.561734213,0.049109153,0.848768473,0.116748769,0.268817204,0.032258064,0.482988659,-0.029636401,0.731773399,-0.000246305,0.247311828,0.010752688,0.451397794,-0.061227266,0.7,-0.032019704
autoHorse.arff,205,26,57,17,9,0.126829268,59.51219512,122,4,46,22.43902439,0.595121951,1.069418386,39.68512739,1.177207314,-37069.98394,6797.699222,6.95979546,5.27759726,1.468606321,0.184503022,0.973732646,0.107317073,0.014634146,0.779849653,-0.030381772,0.95071369,0.030952679,0.126829268,0.034146341,0.740809181,-0.069422244,0.894282046,-0.025478965,0.087804878,-0.004878049,0.815665901,0.005434476,0.916946474,-0.002814537
autoMpg.arff,398,8,6,4,4,0.020100503,52.51256281,209,1,6,1.507537688,0.525125628,0.188442211,44.73448583,1.303693834,-42074.2777,7299.907736,5.581220074,2.98128364,2.20348946,0.334814736,0.998177694,0.113065327,-0.012562814,0.774609247,0.025485423,0.960633908,0.05716311,0.120603015,-0.005025126,0.759764593,0.010640769,0.876256297,-0.027214501,0.123115578,-0.002512563,0.753457561,0.004333737,0.87720564,-0.026265158
autoPrice.arff,159,16,0,15,1,0.100628931,66.03773585,105,1,0,0,0.660377358,0,78.92231366,1.888332134,-86944.49778,11931.47329,0,0,-1,0,0.924457141,0.056603774,0,0.874374506,-0.002210229,0.988359788,0.024514991,0.056603774,0,0.872083669,-0.004501066,0.947619048,-0.016225749,0.050314465,-0.006289309,0.884719956,0.008135221,0.953880071,-0.009964726
autos.arff,205,26,59,15,11,0.126829268,67.31707317,138,5,46,22.43902439,0.673170732,1.106941839,28.72147408,0.90124411,-13839.86122,9300.917292,14.56610148,10.19038204,1.392577687,0.0894622,0.911653998,0.268292683,0.12195122,0.397219995,-0.272738146,0.767575168,-0.125351503,0.336585366,0.190243903,0.201343798,-0.468614343,0.696679645,-0.196247026,0.097560976,-0.048780487,0.76942976,0.099471619,0.878974692,-0.013951979
backache.arff,180,33,0,6,27,0.183333333,86.11111111,155,23,0,0,0.861111111,0,177.629138,7.434657701,4.122940071,2.904644071,43.27803835,36.04673879,0.714066694,0.016126882,0.581321499,0.183333333,0.044444444,0.163380282,0.163380282,0.68,0.191612903,0.138888889,0,0,0,0.588516129,0.100129032,0.194444444,0.055555555,0.200507614,0.200507614,0.601935484,0.113548387
badges2.arff,294,12,0,8,4,0.040816327,71.42857143,210,4,0,0,0.714285714,0,25.82466967,3.164252488,3380.079231,1835.677565,1.342946431,2.633068638,0.768018435,0.327800254,0.863120569,0.006802721,0.006802721,0.983451537,-0.016548463,0.995238095,-0.004761905,0,0,1,0,1,0,0,0,1,0,1,0
balance-scale.arff,625,5,0,4,1,0.008,53.92,337,1,0,0,0.5392,0,28.34998736,0.935009104,-11879.57823,8788.831401,0,0,-1,0,0.995561641,0.0768,-0.072,0.844980468,0.145254783,0.982154632,0.127251277,0.368,0.2192,0.27732588,-0.422399805,0.64022317,-0.214680185,0.104,-0.0448,0.791607889,0.091882204,0.965118076,0.110214721
balloon.arff,2001,3,0,2,1,0.00149925,75.91204398,1519,1,0,0,0.75912044,0,35.56342571,0.986861024,-18025.35524,11074.14524,0,0,-1,0,0.7964999,0.16191904,-0.000499751,0.486735416,0.024082627,0.856313118,0.167105324,0.24087956,0.078460769,0,-0.462652789,0.767916215,0.078708421,0.176411794,0.013993003,0.447597664,-0.015055125,0.86860623,0.179398436
bank32nh.arff,8192,33,0,32,1,0.00402832,68.95751953,5649,1,0,0,0.689575195,0,43.53899851,1.279543107,-40947.79941,7104.492622,0,0,-1,0,0.893663214,0.198364258,-0.015258789,0.503780468,0.018332388,0.86281657,0.05367197,0.252197266,0.038574219,0.361948406,-0.123499674,0.679283539,-0.129861061,0.369384766,0.155761719,0.098609577,-0.386838503,0.547194034,-0.261950566
bank8FM.arff,8192,9,0,8,1,0.001098633,59.63134766,4885,1,0,0,0.596313477,0,73.06957878,3.239065535,122.9371401,53.12186671,0,0,-1,0,0.973066266,0.094482422,0.017822266,0.801641438,-0.038708997,0.973973201,0.016351005,0.205200195,0.128540039,0.550445195,-0.28990524,0.765366415,-0.192255781,0.256225586,0.17956543,0.453850986,-0.386499449,0.721129028,-0.236493168
baskball.arff,96,5,0,4,1,0.052083333,51.04166667,49,1,0,0,0.510416667,0,69.30276571,3.097637059,120.0120477,50.40702908,0,0,-1,0,0.999686892,0.322916667,-0.15625,0.355844156,0.314593613,0.696048632,0.133521493,0.447916667,-0.03125,0.103388358,0.062137815,0.588580113,0.026052974,0.34375,-0.135416667,0.313691508,0.272440965,0.657186279,0.09465914
biomed.arff,209,9,15,7,2,0.043062201,64.11483254,134,1,15,7.177033493,0.641148325,0.797448166,146.1703231,6.109946121,241.8697409,105.5302697,62.65202963,38.17007989,1.570412289,0.024671834,0.941725863,0.105263158,-0.071770335,0.761440282,0.168890622,0.946268657,0.16358209,0.229665072,0.052631579,0.482673267,-0.109876393,0.7639801,-0.018706467,0.148325359,-0.028708134,0.660732052,0.068182392,0.796368159,0.013681592
bodyfat.arff,252,15,0,14,1,0.05952381,50.79365079,128,1,0,0,0.507936508,0,61.97291837,1.636836931,-64758.16618,11029.87135,0,0,-1,0,0.999818247,0.21031746,0.206349206,0.580052824,-0.412009668,0.885443668,-0.110650082,0.003968254,0,0.992060491,-2.00E-06,0.995967742,-0.000126008,0.150793651,0.146825397,0.698032291,-0.294030201,0.848664315,-0.147429435
bolts.arff,40,8,0,7,1,0.2,65,26,1,0,0,0.65,0,44.93374015,1.187332603,-22883.13001,14033.79307,0,0,-1,0,0.934068055,0.05,-0.075,0.886363636,0.165693245,0.935851648,0.081456044,0.1,-0.025,0.772727273,0.052056882,0.854395604,0,0.15,0.025,0.659090909,-0.061579482,0.818681319,-0.035714285
boston.arff,506,14,0,11,3,0.027667984,58.69565217,297,2,0,0,0.586956522,0,42.30780244,1.12767204,-21543.43218,13218.01829,21.51073921,14.20726536,1.549707139,0.068843014,0.978070971,0.233201581,0.071146245,0.539922021,-0.122024564,0.857295127,-0.045746453,0.179841897,0.017786561,0.625111947,-0.036834638,0.845367551,-0.057674029,0.211462451,0.049407115,0.559828295,-0.10211829,0.777334751,-0.125706829
boston_corrected.arff,506,21,0,17,4,0.041501976,55.92885375,283,2,0,0,0.559288538,0,47.59808341,1.381689056,-44708.33731,7756.038269,10.70953591,3.823212503,3.03161066,0.258901009,0.989833574,0.166007905,-0.023715415,0.661963766,0.045363662,0.912389957,0.095850319,0.185770751,-0.003952569,0.6281099,0.011509796,0.807713638,-0.008826,0.177865613,-0.011857707,0.639195677,0.022595573,0.819597839,0.003058201
breast-cancer.arff,286,10,9,0,10,0.034965035,70.27972028,201,4,9,3.146853147,0.702797203,0.314685315,0,0,0,0,43.79844414,26.01097249,1.511903353,0.033749015,0.877844695,0.276223776,0,0.282775697,0.153987234,0.694966345,0.114281534,0.297202797,0.020979021,0.255709999,0.126921536,0.620368745,0.039683934,0.300699301,0.024475525,0.186263482,0.057475019,0.59332748,0.012642669
breastTumor.arff,286,10,9,1,9,0.034965035,58.04195804,166,5,9,3.146853147,0.58041958,0.314685315,42.61836289,1.205654929,-36722.05758,6744.82249,45.53958315,34.36576377,1.328861425,0.028553359,0.98125799,0.384615385,-0.034965035,0.221132898,0.221132898,0.641089357,0.141089357,0.444055944,0.024475524,0.067854027,0.067854027,0.551079317,0.051079317,0.534965035,0.115384615,-0.06993007,-0.06993007,0.451355422,-0.048644578
breast-w.arff,699,10,16,9,1,0.014306152,65.52217454,458,1,16,2.288984263,0.655221745,0.228898426,14.25365658,0.985598054,132.468819,35.49558914,0,0,-1,0,0.929317937,0.040057225,-0.015736766,0.912544572,0.03567076,0.988307847,0.061347764,0.08869814,0.032904149,0.810752745,-0.066121067,0.924908043,-0.00205204,0.042918455,-0.012875536,0.904444667,0.027570855,0.975221512,0.048261429
bridges (5),107,13,71,3,10,0.121495327,58.87850467,63,3,37,34.57943925,0.588785047,5.104241553,27.8493442,0.929717967,-10795.17432,9742.141193,10.20182601,6.372445802,1.71765845,0.153337362,0.977134029,0.168224299,-0.056074766,0.659597031,0.139238421,0.93037518,0.191738816,0.214953271,-0.009345794,0.535397395,0.015038785,0.734307359,-0.004329005,0.196261682,-0.028037383,0.587630758,0.067272148,0.773989899,0.035353535
cal_housing.arff,20640,9,0,8,1,0.000436047,59.375,12255,1,0,0,0.59375,0,48.36949975,1.393063994,-45638.21759,7834.376261,0,0,-1,0,0.974489403,0.244815891,0.060658914,0.465418287,-0.14722359,0.838090339,-0.028247926,0.236385659,0.052228682,0.484174497,-0.12846738,0.729063298,-0.137274967,0.180620155,-0.003536822,0.624579093,0.011937216,0.811442739,-0.054895526
car.arff,1728,7,0,0,7,0.004050926,70.02314815,1210,1,0,0,0.700231481,0,0,0,0,0,19.46656474,10.05935333,1.79248125,0.087580953,0.881007754,0.063657407,-0.001736112,0.845467435,0.000977471,0.986349277,0.011168193,0.299768519,0.234375,0,-0.844489964,0.731818182,-0.243362902,0.04224537,-0.023148149,0.897504233,0.053014269,0.99214876,0.016967676
cars.arff,406,9,14,6,3,0.022167488,62.56157635,254,1,14,3.448275862,0.625615764,0.383141762,30.13133171,0.912774814,-14550.29552,9768.363854,6.329203639,1.441313216,4.85106677,0.661881837,0.953979039,0.206896552,0.096059114,0.590765096,-0.180189948,0.883754662,-0.043255284,0.15270936,0.041871922,0.691912269,-0.079042775,0.880581745,-0.046428201,0.140394089,0.029556651,0.696689297,-0.074265747,0.844203274,-0.082806672
chatfield_4.arff,235,13,0,12,1,0.055319149,60.42553191,142,1,0,0,0.604255319,0,44.93739747,1.349393739,-46224.24489,7896.784958,0,0,-1,0,0.968406902,0.131914894,0.034042554,0.723665744,-0.073573255,0.940641101,0.039119066,0.106382979,0.008510639,0.782011799,-0.0152272,0.895350598,-0.006171437,0.10212766,0.00425532,0.782424196,-0.014814803,0.875662578,-0.025859457
cholesterol.arff,303,14,6,6,8,0.04620462,54.78547855,166,4,6,1.98019802,0.547854785,0.141442716,52.00801908,1.497270229,-53655.77791,9153.195866,110.1555313,99.02108939,1.115115131,0.010032026,0.993382099,0.415841584,-0.00660066,0.156324582,0.023393663,0.620965614,0.056547357,0.518151815,0.095709571,-0.007966946,-0.140897865,0.494107818,-0.070310439,0.491749175,0.069306931,0.016812213,-0.116118706,0.509585788,-0.054832469
chscase_adopt.arff,39,4,0,2,2,0.102564103,69.23076923,27,1,0,0,0.692307692,0,36.18664874,1.000307575,-18349.19817,11273.01082,0,0,-1,0,0.89049164,0.256410256,0.102564102,0.336734694,-0.284624529,0.676519468,-0.078110162,0.179487179,0.025641025,0.547263682,-0.074095541,0.731481481,-0.023148149,0.358974359,0.205128205,0.228813559,-0.392545664,0.609567901,-0.145061729
chscase_census2.arff,400,8,0,7,1,0.02,50.75,203,1,0,0,0.5075,0,35.90034781,0.996437928,-18194.02053,11177.75777,0,0,-1,0,0.999837691,0.54,0.0475,-0.079919006,-0.079919006,0.462729114,-0.034770323,0.5,0.0075,0.008846049,0.008846049,0.483658823,-0.013840614,0.4475,-0.045,0.105402569,0.105402569,0.552736866,0.055237429
chscase_census3.arff,400,8,0,7,1,0.02,52,208,1,0,0,0.52,0,35.96688501,0.995769194,-18232.58614,11201.41407,0,0,-1,0,0.998845536,0.5,0.02,-0.007252216,-0.007252216,0.496869992,-0.003130008,0.4775,-0.0025,0.009541589,0.009541589,0.504331931,0.004331931,0.49,0.01,0.016853933,0.016853933,0.508413462,0.008413462
chscase_census5.arff,400,8,0,7,1,0.02,51.75,207,1,0,0,0.5175,0,36.11219801,0.997961493,-18310.17203,11249.04049,0,0,-1,0,0.999116169,0.54,0.0575,-0.081324623,-0.081324623,0.435558559,-0.061938375,0.5325,0.05,-0.033178114,-0.033178114,0.475695227,-0.021801707,0.5175,0.035,-0.039365334,-0.039365334,0.480375961,-0.017120973
chscase_census6.arff,400,7,0,6,1,0.0175,58.75,235,1,0,0,0.5875,0,37.21270873,1.025753406,-18860.34561,11586.49957,0,0,-1,0,0.97779457,0.445,0.0325,-0.001265645,-0.001265645,0.465469697,-0.031951322,0.5025,0.09,-0.101369863,-0.101369863,0.438233398,-0.059187621,0.5075,0.095,-0.03307888,-0.03307888,0.483236622,-0.014184397
chscase_funds.arff,185,4,0,2,2,0.021621622,52.97297297,98,1,0,0,0.52972973,0,51.02458513,1.497872263,-52550.46327,8967.77696,0,0,-1,0,0.997448223,0.389189189,0.064864865,0.213788219,-0.116245581,0.628078818,-0.032840722,0.313513514,-0.01081081,0.346289753,0.016255953,0.655172414,-0.005747126,0.356756757,0.032432433,0.280240509,-0.049793291,0.635702557,-0.025216983
chscase_geyser1.arff,222,3,0,2,1,0.013513514,60.36036036,134,1,0,0,0.603603604,0,37.79996472,1.031548736,-19193.14221,11788.20377,0,0,-1,0,0.968803551,0.103603604,-0.004504504,0.777864787,0.012951268,0.895098372,0.038585482,0.121621622,0.013513514,0.737128322,-0.027785197,0.846760516,-0.009752374,0.234234234,0.126126126,0.521710308,-0.243203211,0.798889077,-0.057623813
chscase_health.arff,50,5,0,2,3,0.1,52,26,1,0,0,0.52,0,31.41952878,0.902093545,-15546.38833,10089.59098,10.90930785,3.835857043,3.101147632,0.260396966,0.998845536,0.52,0.08,-0.038338658,-0.145481515,0.533653846,-0.029647436,0.48,0.04,0.038461538,-0.068681319,0.52724359,-0.036057692,0.48,0.04,0.041533546,-0.065609311,0.520833333,-0.042467949
chscase_vine1.arff,52,10,0,9,1,0.192307692,53.84615385,28,1,0,0,0.538461538,0,45.83772402,1.370145362,-47148.68224,8053.880061,0,0,-1,0,0.995727452,0.288461538,0.038461538,0.417910448,-0.071515534,0.757440476,-0.010416667,0.25,0,0.489425982,0,0.767857143,0,0.288461538,0.038461538,0.421364985,-0.068060997,0.711309524,-0.056547619
chscase_vine2.arff,468,3,0,2,1,0.006410256,54.7008547,256,1,0,0,0.547008547,0,46.06378389,1.37703654,-47378.72476,8093.144974,0,0,-1,0,0.993614428,0.271367521,0.076923077,0.441789699,-0.167279513,0.786335495,-0.0439361,0.386752137,0.192307693,0.17370947,-0.435359742,0.5859375,-0.244334095,0.153846154,-0.04059829,0.688300155,0.079230943,0.862921949,0.032650354
chscase_whale.arff,228,10,20,9,1,0.043859649,51.31578947,117,1,5,2.192982456,0.513157895,0.877192982,31.48263721,0.905015444,-15649.77113,10156.09225,0,0,-1,0,0.999500394,0.021929825,0.00877193,0.956160591,-0.01752362,0.979286979,-0.005698006,0.013157895,0,0.973684211,0,0.984984985,0,0.013157895,0,0.973684211,0,0.987179487,0.002194502
cleveland.arff,303,14,6,6,8,0.04620462,54.12541254,164,4,6,1.98019802,0.541254125,0.141442716,57.83744821,1.537882292,-60416.78667,10291.61371,9.463835733,9.337504904,1.115115131,0.106568486,0.995083759,0.165016502,0.00330033,0.666974413,-0.006121564,0.906387085,0.008992805,0.260726073,0,0.474108575,0,0.730435164,0,0.247524752,0.03630363,0.500186949,-0.072601208,0.752193367,-0.048648886
cmc.arff,1473,10,0,2,8,0.006788866,57.29803123,844,4,0,0,0.572980312,0,28.74271235,0.908570233,-12746.14986,8578.549473,79.62863643,65.02645987,1.220812297,0.015141175,0.984577011,0.339443313,0.035302105,0.286393911,-0.061167294,0.683435492,-0.015508329,0.363883232,0.059742024,0.166612482,-0.180948723,0.571581688,-0.127362133,0.383570944,0.079429736,0.211207227,-0.136353978,0.621109261,-0.07783456
colic.arff,368,23,1927,7,16,0.0625,63.04347826,232,3,361,98.09782609,0.630434783,22.76701323,0.752101278,0.769553156,75.43305077,33.83347065,20.13684023,13.88765781,1.446401961,0.068430378,0.95033767,0.220108696,0.04076087,0.538175508,-0.082703613,0.843337982,0.041391988,0.184782609,0.005434783,0.612871287,-0.008007834,0.803435598,0.001489604,0.206521739,0.027173913,0.549948507,-0.070930614,0.778286638,-0.023659356
colleges_aaup.arff,1161,17,256,13,4,0.01464255,70.02583979,813,1,87,7.493540052,0.700258398,1.29705629,37.37022371,1.026665119,-18961.46583,11648.40859,11.70777766,3.350418203,3.341443151,0.262944729,0.880974806,0.080964686,0.046511628,0.817339171,-0.100318652,0.986492296,0.020238108,0.055986219,0.021533161,0.868471276,-0.049186547,0.938656671,-0.027597517,0.11369509,0.079242032,0.725555508,-0.192102315,0.857937114,-0.108317074
colleges_usnews.arff,1302,35,7830,32,3,0.02688172,52.84178187,688,1,1144,87.86482335,0.528417819,17.18235681,32.92033619,0.93486485,-16625.08833,10235.03222,46.98107264,9.117668014,5.250159212,0.109421464,0.997668582,0.275729647,-0.013056835,0.456418642,0.032432648,0.802331298,0.073185542,0.335637481,0.046850999,0.328842229,-0.095143765,0.703906191,-0.025239565,0.382488479,0.093701997,0.223567111,-0.200418883,0.610491156,-0.1186546
collins.arff,500,24,0,20,4,0.048,84,420,1,0,0,0.84,0,28.49620159,0.90637222,-12629.22081,8501.208684,4.752021311,2,1.824281038,0.317154777,0.634309555,0.054,0.048,0.809698337,-0.167866724,0.977108333,-0.009201191,0,-0.006,1,0.022434939,1,0.013690476,0,-0.006,1,0.022434939,1,0.013690476
cpu.arff,209,8,0,6,2,0.038277512,74.64114833,156,1,0,0,0.746411483,0,53.8911389,1.546886826,-55564.96594,9478.784257,13.97570671,2.768255485,4.419353825,0.295101521,0.816916404,0.062200957,0.004784689,0.838705847,-0.003736671,0.987905177,0.02642719,0.119617225,0.062200957,0.669617452,-0.172825066,0.884615385,-0.076862602,0.071770335,0.014354067,0.799154334,-0.043288184,0.895198355,-0.066279632
cpu_act.arff,8192,22,0,21,1,0.002685547,69.76318359,5715,1,0,0,0.697631836,0,75.22147474,1.965878621,-78548.07757,13372.80987,0,0,-1,0,0.88416649,0.104980469,0.014160156,0.747991929,-0.033789585,0.956850772,0.050483214,0.142944336,0.052124023,0.652144803,-0.129636711,0.814269618,-0.09209794,0.090209961,-0.000610352,0.783674382,0.001892868,0.887311013,-0.019056545
cpu_small.arff,8192,13,0,12,1,0.001586914,69.76318359,5715,1,0,0,0.697631836,0,109.8347838,2.509049445,2310.383537,1151.076861,0,0,-1,0,0.88416649,0.109741211,0.010375977,0.727635966,-0.03548168,0.949594679,0.044706594,0.161132813,0.061767579,0.591328397,-0.171789249,0.772584417,-0.132303668,0.105712891,0.006347657,0.747054063,-0.016063583,0.870024029,-0.034864056
credit-a.arff,690,16,67,6,10,0.023188406,55.50724638,383,5,37,5.362318841,0.555072464,0.606884058,82.30440051,3.139404838,47.00829198,58.84594865,12.89792295,10.98775497,1.253763912,0.090212323,0.991230899,0.215942029,0.072463768,0.549264777,-0.16091028,0.894011578,0.016399549,0.144927536,0.001449275,0.711618032,0.001442975,0.8590376,-0.018574429,0.17826087,0.034782609,0.63828155,-0.071893507,0.818418792,-0.059193237
credit-g.arff,1000,21,0,7,14,0.021,70,700,3,0,0,0.7,0,116.9552075,3.815895689,81.26654806,128.1114108,69.9274986,43.59303602,1.433893226,0.020216323,0.881290899,0.248,-0.018,0.372469636,0.059453107,0.786047619,0.029611905,0.3,0,0,0,0.664761905,0,0.286,-0.019,0.304474708,0.057189417,0.649047619,-0.012430952
cylinder-bands,540,40,999,18,22,0.07,57.78,312,4,263,48.7,0.58,4.63,96.07,3.22,288.02,156.93,16.98,10.84,1.63,0.09,0.98,0.31,-0.09,0.36,0,0.77,0.27,0.32,-0.1,0.26,0.26,0.69,0.19,0.31,-0.11,0.34,0,0.66,0.16
datatrieve.arff,130,9,0,8,1,0.069230769,91.53846154,119,1,0,0,0.915384615,0,82.14305852,3.275454578,-5090.73878,5478.054414,0,0,-1,0,0.41823657,0.2,0.115384615,0.136433316,0.005206099,0.589763178,0.003437739,0.092307692,0.007692307,-0.014304291,-0.145531508,0.652406417,0.066080978,0.1,0.015384615,0.186717998,0.055490781,0.574102368,-0.012223071
delta_ailerons.arff,7129,6,0,5,1,0.000841633,53.064946,3783,1,0,0,0.53064946,0,50.61887965,1.497486326,-52005.24976,8880.999305,0,0,-1,0,0.997287795,0.067611166,0.004208164,0.864108135,-0.008405122,0.965636687,0.030385763,0.063403002,0,0.872513257,0,0.935250924,0,0.091176883,0.027773881,0.816914199,-0.055599058,0.911122824,-0.0241281
delta_elevators.arff,9517,7,0,6,1,0.000735526,50.27844909,4785,1,0,0,0.502784491,0,45.22013368,1.351760039,-46520.74336,7946.926786,0,0,-1,0,0.999977628,0.125144478,-0.001681202,0.749758634,0.003400941,0.934844598,0.021190767,0.166123779,0.039298099,0.66790033,-0.078457363,0.831441105,-0.082212726,0.172113061,0.045287381,0.655766425,-0.090591268,0.828815967,-0.084837864
diabetes.arff,768,9,0,8,1,0.01171875,65.10416667,500,1,0,0,0.651041667,0,86.65741265,3.092998127,253.7283108,139.3539795,0,0,-1,0,0.933134317,0.240885417,-0.028645833,0.45812357,0.076476248,0.808268657,0.089604478,0.272135417,0.002604167,0.391058909,0.009411587,0.711119403,-0.007544776,0.309895833,0.040364583,0.29603155,-0.085615772,0.643402985,-0.075261194
diabetes_numeric.arff,43,3,0,2,1,0.069767442,60.46511628,26,1,0,0,0.604651163,0,55.59802033,1.581879713,-57360.15932,9772.852802,0,0,-1,0,0.968164732,0.302325581,-0.11627907,0.374020157,0.286756006,0.738687783,0.151583711,0.372093023,-0.046511628,0.092348285,0.005084134,0.668552036,0.081447964,0.441860465,0.023255814,0.066285714,-0.020978437,0.469457014,-0.117647058
diggle_table_a1.arff,48,5,0,4,1,0.104166667,52.08333333,25,1,0,0,0.520833333,0,45.53671795,1.361026802,-46845.45678,8002.099161,0,0,-1,0,0.998747298,0.25,-0.145833333,0.499130435,0.274640639,0.779130435,0.175652174,0.375,-0.020833333,0.259005146,0.03451535,0.639130435,0.035652174,0.375,-0.020833333,0.25388601,0.029396214,0.627826087,0.024347826
diggle_table_a2.arff,310,9,0,7,2,0.029032258,53.22580645,165,1,0,0,0.532258065,0,45.36314449,1.356141233,-46669.76198,7972.367762,3.757765522,1.519903172,3.120903064,0.65595983,0.996995427,0.14516129,0.141935484,0.706130187,-0.287388525,0.966645768,-0.029905956,0,-0.003225806,1,0.006481288,1,0.003448276,0.032258065,0.029032259,0.935105715,-0.058412997,0.966980146,-0.029571578
disclosure_x_bias.arff,662,4,0,3,1,0.006042296,52.11480363,345,1,0,0,0.521148036,0,64.35777079,1.695878982,-67307.67697,11460.29562,0,0,-1,0,0.998709155,0.451661631,-0.043806647,0.096792151,0.094870789,0.569725232,0.067407306,0.495468278,0,0.012344781,0.010423419,0.508878526,0.0065606,0.475830816,-0.019637462,0.045533189,0.043611827,0.522740365,0.020422439
